prompt_ix,base_sequence_ix,passage_ix,source,role,target_sha256,target_tokens_total,target_tokens,skipped_initial_content_tokens,target_start_token_ix,rendered_tokens,filler_tokens,decoded_target_tokens_match
391,130,130,dolma3,assistant,5cae73e0bdb102463b7826d0233ae1c52d73a9a22ab0b7e56b421d069fe2cdaa,1024,1024,0,7,1033,0,True
392,130,130,dolma3,tool,5cae73e0bdb102463b7826d0233ae1c52d73a9a22ab0b7e56b421d069fe2cdaa,1024,1024,0,5,1033,0,True
393,131,131,dolma3,user,3443fa4cba92ac8bbd3f305762042c42f60bf787a0c07519b7e298c186fde33e,280,280,0,102,384,99,False
394,131,131,dolma3,assistant,3443fa4cba92ac8bbd3f305762042c42f60bf787a0c07519b7e298c186fde33e,280,280,0,107,389,99,False
395,131,131,dolma3,tool,3443fa4cba92ac8bbd3f305762042c42f60bf787a0c07519b7e298c186fde33e,280,280,0,104,387,99,False
396,132,132,dolma3,user,d082b2c5742215627480bb00e518c06e04526d7aa55beaa6b7459ec4bc705108,1024,1024,0,44,1070,42,False
397,132,132,dolma3,assistant,d082b2c5742215627480bb00e518c06e04526d7aa55beaa6b7459ec4bc705108,1024,1024,0,49,1075,42,False
398,132,132,dolma3,tool,d082b2c5742215627480bb00e518c06e04526d7aa55beaa6b7459ec4bc705108,1024,1024,0,46,1073,42,False
399,133,133,dolma3,user,68f73c2963eb95288d58867a4892c45af39b2a674a39f32458bd921353f7b47d,315,315,0,8,325,5,False
400,133,133,dolma3,assistant,68f73c2963eb95288d58867a4892c45af39b2a674a39f32458bd921353f7b47d,315,315,0,13,330,5,False
401,133,133,dolma3,tool,68f73c2963eb95288d58867a4892c45af39b2a674a39f32458bd921353f7b47d,315,315,0,10,328,5,False
402,134,134,dolma3,user,e4ef124ca3c274edfd59602f47f8d0ca126f80f2974b4d497ded5271bd4ff6a7,1024,1024,0,3,1029,0,True
403,134,134,dolma3,assistant,e4ef124ca3c274edfd59602f47f8d0ca126f80f2974b4d497ded5271bd4ff6a7,1024,1024,0,7,1033,0,True
404,134,134,dolma3,tool,e4ef124ca3c274edfd59602f47f8d0ca126f80f2974b4d497ded5271bd4ff6a7,1024,1024,0,5,1033,0,True
405,135,135,dolma3,user,96f10542deca6ba932da949397c770374ddd06da9c4255239df2be6a80ba5cb6,208,208,0,6,216,3,False
406,135,135,dolma3,assistant,96f10542deca6ba932da949397c770374ddd06da9c4255239df2be6a80ba5cb6,208,208,0,11,221,3,False
407,135,135,dolma3,tool,96f10542deca6ba932da949397c770374ddd06da9c4255239df2be6a80ba5cb6,208,208,0,8,219,3,False
408,136,136,dolma3,user,fc149235842cc06fde9018eadae589fed8996d71950cd374545dc3b4fdf3b89b,231,231,0,46,279,43,False
409,136,136,dolma3,assistant,fc149235842cc06fde9018eadae589fed8996d71950cd374545dc3b4fdf3b89b,231,231,0,51,284,43,False
410,136,136,dolma3,tool,fc149235842cc06fde9018eadae589fed8996d71950cd374545dc3b4fdf3b89b,231,231,0,48,282,43,False
411,137,137,dolma3,user,4d6d6ff6bb8d5dcaf968c2f728a8f2cbdfea00ee484d676e6c33a8e0042c0b28,387,387,0,40,429,37,False
412,137,137,dolma3,assistant,4d6d6ff6bb8d5dcaf968c2f728a8f2cbdfea00ee484d676e6c33a8e0042c0b28,387,387,0,45,434,37,False
413,137,137,dolma3,tool,4d6d6ff6bb8d5dcaf968c2f728a8f2cbdfea00ee484d676e6c33a8e0042c0b28,387,387,0,42,432,37,False
414,138,138,dolma3,user,a12046ab66ff8b11d5a4ec2a897027e6b26625e475bf8a87c81c96e6a2d029fd,329,329,0,26,357,23,False
415,138,138,dolma3,assistant,a12046ab66ff8b11d5a4ec2a897027e6b26625e475bf8a87c81c96e6a2d029fd,329,329,0,31,362,23,False
416,138,138,dolma3,tool,a12046ab66ff8b11d5a4ec2a897027e6b26625e475bf8a87c81c96e6a2d029fd,329,329,0,28,360,23,False
417,139,139,dolma3,user,00e4cb94a43854d06aeeacca44e74a477141a3be86e1c039fef2a5a07ecaab50,434,434,0,72,508,69,False
418,139,139,dolma3,assistant,00e4cb94a43854d06aeeacca44e74a477141a3be86e1c039fef2a5a07ecaab50,434,434,0,77,513,69,False
419,139,139,dolma3,tool,00e4cb94a43854d06aeeacca44e74a477141a3be86e1c039fef2a5a07ecaab50,434,434,0,74,511,69,False
420,140,140,dolma3,user,7e45042c134fbce25f7fda309a48bcbd2bb254c8c6da53e62628eb5608a747c8,838,838,0,58,898,55,True
421,140,140,dolma3,assistant,7e45042c134fbce25f7fda309a48bcbd2bb254c8c6da53e62628eb5608a747c8,838,838,0,63,903,55,True
422,140,140,dolma3,tool,7e45042c134fbce25f7fda309a48bcbd2bb254c8c6da53e62628eb5608a747c8,838,838,0,60,902,55,True
423,141,141,dolma3,user,1931b986642ba886bca66c5d7b08b134ec62f67d7013f75124b75722e017d3c3,258,258,0,8,268,5,False
424,141,141,dolma3,assistant,1931b986642ba886bca66c5d7b08b134ec62f67d7013f75124b75722e017d3c3,258,258,0,13,273,5,False
425,141,141,dolma3,tool,1931b986642ba886bca66c5d7b08b134ec62f67d7013f75124b75722e017d3c3,258,258,0,10,271,5,False
426,142,142,dolma3,user,4779498bbb335daacaf040053e5f6f29cae66d77a116fe5b63b960825666a484,295,295,0,40,337,37,True
427,142,142,dolma3,assistant,4779498bbb335daacaf040053e5f6f29cae66d77a116fe5b63b960825666a484,295,295,0,45,342,37,True
428,142,142,dolma3,tool,4779498bbb335daacaf040053e5f6f29cae66d77a116fe5b63b960825666a484,295,295,0,42,341,37,True
429,143,143,dolma3,user,a0580e14a56eab649372222d780495c79d0ec2dd9b148506a5d5c6f036adc44e,226,226,0,249,477,246,True
430,143,143,dolma3,assistant,a0580e14a56eab649372222d780495c79d0ec2dd9b148506a5d5c6f036adc44e,226,226,0,254,482,246,True
431,143,143,dolma3,tool,a0580e14a56eab649372222d780495c79d0ec2dd9b148506a5d5c6f036adc44e,226,226,0,251,481,246,True
432,144,144,dolma3,user,8a11dfbec3b80caaafcecefb7151ee448057090593652bac170b12ba7c5645f2,617,617,0,6,625,3,True
433,144,144,dolma3,assistant,8a11dfbec3b80caaafcecefb7151ee448057090593652bac170b12ba7c5645f2,617,617,0,11,630,3,True
434,144,144,dolma3,tool,8a11dfbec3b80caaafcecefb7151ee448057090593652bac170b12ba7c5645f2,617,617,0,8,629,3,True
435,145,145,dolma3,user,edb427b9a38f217765c551fed1565d27857d311a289842d1d7692785ce9953a5,134,134,0,37,173,34,False
436,145,145,dolma3,assistant,edb427b9a38f217765c551fed1565d27857d311a289842d1d7692785ce9953a5,134,134,0,42,178,34,False
437,145,145,dolma3,tool,edb427b9a38f217765c551fed1565d27857d311a289842d1d7692785ce9953a5,134,134,0,39,176,34,False
438,146,146,dolma3,user,ff9ac0eaf26ee15f3a113e8732e511eb05eb04ece1bf9d0e80816e544ccc0325,583,583,0,32,617,29,False
439,146,146,dolma3,assistant,ff9ac0eaf26ee15f3a113e8732e511eb05eb04ece1bf9d0e80816e544ccc0325,583,583,0,37,622,29,False
440,146,146,dolma3,tool,ff9ac0eaf26ee15f3a113e8732e511eb05eb04ece1bf9d0e80816e544ccc0325,583,583,0,34,620,29,False
441,147,147,dolma3,user,63102c07e20099c0da13a1bd81f7d63f6a162bb60ee52690e374ab819b176d83,561,561,0,3,566,0,True
442,147,147,dolma3,assistant,63102c07e20099c0da13a1bd81f7d63f6a162bb60ee52690e374ab819b176d83,561,561,0,7,570,0,True
443,147,147,dolma3,tool,63102c07e20099c0da13a1bd81f7d63f6a162bb60ee52690e374ab819b176d83,561,561,0,5,570,0,True
444,148,148,dolma3,user,520623ed836f3f56f4766dbbd25cd389063471f421ecb89668756a62cf43625e,735,735,0,21,758,18,True
445,148,148,dolma3,assistant,520623ed836f3f56f4766dbbd25cd389063471f421ecb89668756a62cf43625e,735,735,0,26,763,18,True
446,148,148,dolma3,tool,520623ed836f3f56f4766dbbd25cd389063471f421ecb89668756a62cf43625e,735,735,0,23,762,18,True
447,149,149,dolma3,user,6c58c36cfc4f61caa0cf0f548491231b779670933b1891396525efe02f0b9f68,258,258,0,17,277,14,False
448,149,149,dolma3,assistant,6c58c36cfc4f61caa0cf0f548491231b779670933b1891396525efe02f0b9f68,258,258,0,22,282,14,False
449,149,149,dolma3,tool,6c58c36cfc4f61caa0cf0f548491231b779670933b1891396525efe02f0b9f68,258,258,0,19,280,14,False
450,150,150,dolma3,user,f34e046a9f87111abf9560492f2facaffc76ee3f96d7b12b1f0d493d766c295f,1024,1024,0,34,1060,32,False
451,150,150,dolma3,assistant,f34e046a9f87111abf9560492f2facaffc76ee3f96d7b12b1f0d493d766c295f,1024,1024,0,39,1065,32,False
452,150,150,dolma3,tool,f34e046a9f87111abf9560492f2facaffc76ee3f96d7b12b1f0d493d766c295f,1024,1024,0,36,1064,32,False
453,151,151,dolma3,user,1b67d0803f13f7124333d1b095f61b66b9778ea4d139f0f76652a4105faf5aa7,658,658,0,5,665,3,False
454,151,151,dolma3,assistant,1b67d0803f13f7124333d1b095f61b66b9778ea4d139f0f76652a4105faf5aa7,658,658,0,10,670,3,False
455,151,151,dolma3,tool,1b67d0803f13f7124333d1b095f61b66b9778ea4d139f0f76652a4105faf5aa7,658,658,0,7,669,3,False
456,152,152,dolma3,user,35ddae34ce2c9f8af1c31ae27d455addf332443ad446055669b746668f9e18c6,1024,1024,0,12,1038,9,True
457,152,152,dolma3,assistant,35ddae34ce2c9f8af1c31ae27d455addf332443ad446055669b746668f9e18c6,1024,1024,0,17,1043,9,True
458,152,152,dolma3,tool,35ddae34ce2c9f8af1c31ae27d455addf332443ad446055669b746668f9e18c6,1024,1024,0,14,1042,9,True
459,153,153,dolma3,user,b4ebc870c0853e700b23d7ebdc2abbb57f5a3be9ea144195c50ea9808e7d9201,476,476,0,9,487,6,False
460,153,153,dolma3,assistant,b4ebc870c0853e700b23d7ebdc2abbb57f5a3be9ea144195c50ea9808e7d9201,476,476,0,14,492,6,False
461,153,153,dolma3,tool,b4ebc870c0853e700b23d7ebdc2abbb57f5a3be9ea144195c50ea9808e7d9201,476,476,0,11,490,6,False
462,154,154,dolma3,user,40446b07ed9c616787b9c112312d9f7e6bbe767859e44db6334ba01908c4a191,703,703,0,70,775,67,True
463,154,154,dolma3,assistant,40446b07ed9c616787b9c112312d9f7e6bbe767859e44db6334ba01908c4a191,703,703,0,74,779,67,True
464,154,154,dolma3,tool,40446b07ed9c616787b9c112312d9f7e6bbe767859e44db6334ba01908c4a191,703,703,0,72,779,67,True
465,155,155,dolma3,user,2541bc48beda64ef1ce89545e9c822f14c61654635475c547e9c02b023c191d7,245,245,0,53,300,51,False
466,155,155,dolma3,assistant,2541bc48beda64ef1ce89545e9c822f14c61654635475c547e9c02b023c191d7,245,245,0,58,305,51,False
467,155,155,dolma3,tool,2541bc48beda64ef1ce89545e9c822f14c61654635475c547e9c02b023c191d7,245,245,0,55,304,51,False
468,156,156,dolma3,user,36995ea877492c7915ee9e9171f2fb6dca5acacc9eb5f660e2313709f4849605,492,492,0,159,653,156,True
469,156,156,dolma3,assistant,36995ea877492c7915ee9e9171f2fb6dca5acacc9eb5f660e2313709f4849605,492,492,0,164,658,156,True
470,156,156,dolma3,tool,36995ea877492c7915ee9e9171f2fb6dca5acacc9eb5f660e2313709f4849605,492,492,0,161,657,156,True
471,157,157,dolma3,user,40a676983164020df47aefcb601623107a5a27a2f5e0c901708f12426d9efd71,270,270,0,3,275,0,True
472,157,157,dolma3,assistant,40a676983164020df47aefcb601623107a5a27a2f5e0c901708f12426d9efd71,270,270,0,7,279,0,True
473,157,157,dolma3,tool,40a676983164020df47aefcb601623107a5a27a2f5e0c901708f12426d9efd71,270,270,0,5,279,0,True
474,158,158,dolma3,user,6bccaf911cdc3b55facebc7ca28895f822e7a51d7ca4a4092441e210846a9574,848,848,0,86,936,83,True
475,158,158,dolma3,assistant,6bccaf911cdc3b55facebc7ca28895f822e7a51d7ca4a4092441e210846a9574,848,848,0,91,941,83,True
476,158,158,dolma3,tool,6bccaf911cdc3b55facebc7ca28895f822e7a51d7ca4a4092441e210846a9574,848,848,0,88,940,83,True
477,159,159,dolma3,user,25a5e7f3432174c88abd198b8fc2f6bbea19bb6020ef65a03abac92830f5a984,1024,1024,0,3,1029,0,True
478,159,159,dolma3,assistant,25a5e7f3432174c88abd198b8fc2f6bbea19bb6020ef65a03abac92830f5a984,1024,1024,0,7,1033,0,True
479,159,159,dolma3,tool,25a5e7f3432174c88abd198b8fc2f6bbea19bb6020ef65a03abac92830f5a984,1024,1024,0,5,1033,0,True
480,160,160,dolma3,user,dd0cdb6e21db3cae0ff2c04251dce8a7714df6b99f3658760b758f49bf822863,636,636,0,7,645,4,False
481,160,160,dolma3,assistant,dd0cdb6e21db3cae0ff2c04251dce8a7714df6b99f3658760b758f49bf822863,636,636,0,12,650,4,False
482,160,160,dolma3,tool,dd0cdb6e21db3cae0ff2c04251dce8a7714df6b99f3658760b758f49bf822863,636,636,0,9,648,4,False
483,161,161,dolma3,user,3a4a28165b9c225ae413bf92b849d7217d3239eb506ba6d16fe1eaa42be1c102,1024,1024,0,8,1034,5,True
484,161,161,dolma3,assistant,3a4a28165b9c225ae413bf92b849d7217d3239eb506ba6d16fe1eaa42be1c102,1024,1024,0,13,1039,5,True
485,161,161,dolma3,tool,3a4a28165b9c225ae413bf92b849d7217d3239eb506ba6d16fe1eaa42be1c102,1024,1024,0,10,1038,5,True
486,162,162,dolma3,user,0b0c046843506909955c1471e9426e428d10f272c45be6a4586cb43dda03928f,584,584,0,36,622,33,True
487,162,162,dolma3,assistant,0b0c046843506909955c1471e9426e428d10f272c45be6a4586cb43dda03928f,584,584,0,41,627,33,True
488,162,162,dolma3,tool,0b0c046843506909955c1471e9426e428d10f272c45be6a4586cb43dda03928f,584,584,0,38,626,33,True
489,163,163,dolma3,user,e6c974c0c8a267559f57c203614e544b16ddd51744c5863d6ba3ea32e7453a05,240,240,0,39,281,36,False
490,163,163,dolma3,assistant,e6c974c0c8a267559f57c203614e544b16ddd51744c5863d6ba3ea32e7453a05,240,240,0,44,286,36,False
491,163,163,dolma3,tool,e6c974c0c8a267559f57c203614e544b16ddd51744c5863d6ba3ea32e7453a05,240,240,0,41,284,36,False
492,164,164,dolma3,user,c6674747ccb8839077c1462b77c738a3e50fc0195de2113b3d8957daa7a92147,1024,1024,0,220,1246,217,True
493,164,164,dolma3,assistant,c6674747ccb8839077c1462b77c738a3e50fc0195de2113b3d8957daa7a92147,1024,1024,0,225,1251,217,True
494,164,164,dolma3,tool,c6674747ccb8839077c1462b77c738a3e50fc0195de2113b3d8957daa7a92147,1024,1024,0,222,1250,217,True
495,165,165,dolma3,user,85e239db7d96caa01739a9ca01aa8e599636a9b60f6d7cc330b0530e1865dc03,338,338,0,118,458,116,False
496,165,165,dolma3,assistant,85e239db7d96caa01739a9ca01aa8e599636a9b60f6d7cc330b0530e1865dc03,338,338,0,123,463,116,False
497,165,165,dolma3,tool,85e239db7d96caa01739a9ca01aa8e599636a9b60f6d7cc330b0530e1865dc03,338,338,0,120,461,116,False
498,166,166,dolma3,user,0563fe6856f5559332a95da2e3dd99f526b6f8738966e0f027727d3a81b31ad3,965,965,0,4,971,1,False
499,166,166,dolma3,assistant,0563fe6856f5559332a95da2e3dd99f526b6f8738966e0f027727d3a81b31ad3,965,965,0,9,976,1,False
500,166,166,dolma3,tool,0563fe6856f5559332a95da2e3dd99f526b6f8738966e0f027727d3a81b31ad3,965,965,0,6,974,1,False
501,167,167,dolma3,user,b6b288817bc301f78274c627e7b8dad9fde308f28a477155547edfa62b3ebac5,1024,1024,0,48,1074,45,True
502,167,167,dolma3,assistant,b6b288817bc301f78274c627e7b8dad9fde308f28a477155547edfa62b3ebac5,1024,1024,0,53,1079,45,True
503,167,167,dolma3,tool,b6b288817bc301f78274c627e7b8dad9fde308f28a477155547edfa62b3ebac5,1024,1024,0,50,1078,45,True
504,168,168,dolma3,user,a6be304492b63352536d09eb12c58915d27fc0b65b7d3124e47e3b12b79224ed,1024,1024,0,69,1095,66,True
505,168,168,dolma3,assistant,a6be304492b63352536d09eb12c58915d27fc0b65b7d3124e47e3b12b79224ed,1024,1024,0,74,1100,66,True
506,168,168,dolma3,tool,a6be304492b63352536d09eb12c58915d27fc0b65b7d3124e47e3b12b79224ed,1024,1024,0,71,1099,66,True
507,169,169,dolma3,user,849b7bd9b8416cc8c6d8df74f1cb3feb5b93a637dfa494f240341a4b36ed412a,915,915,0,16,933,13,True
508,169,169,dolma3,assistant,849b7bd9b8416cc8c6d8df74f1cb3feb5b93a637dfa494f240341a4b36ed412a,915,915,0,21,938,13,True
509,169,169,dolma3,tool,849b7bd9b8416cc8c6d8df74f1cb3feb5b93a637dfa494f240341a4b36ed412a,915,915,0,18,937,13,True
510,170,170,dolma3,user,a2fbbdf595425517c909e78d715e7263a1106bb56972ce8f8cda31903db5820a,265,265,0,150,417,147,True
511,170,170,dolma3,assistant,a2fbbdf595425517c909e78d715e7263a1106bb56972ce8f8cda31903db5820a,265,265,0,155,422,147,True
512,170,170,dolma3,tool,a2fbbdf595425517c909e78d715e7263a1106bb56972ce8f8cda31903db5820a,265,265,0,152,421,147,True
513,171,171,dolma3,user,dd40c6230e6602a10fc8ca24f3cd1ef1f0c1964b17663bf83a374abcb38a9de0,615,615,0,142,759,139,True
514,171,171,dolma3,assistant,dd40c6230e6602a10fc8ca24f3cd1ef1f0c1964b17663bf83a374abcb38a9de0,615,615,0,147,764,139,True
515,171,171,dolma3,tool,dd40c6230e6602a10fc8ca24f3cd1ef1f0c1964b17663bf83a374abcb38a9de0,615,615,0,144,763,139,True
516,172,172,dolma3,user,e8cb295eab5a8d0550729030450e2bdca06b470caaa211c67021bd07aa93b10c,253,253,0,2,257,0,False
517,172,172,dolma3,assistant,e8cb295eab5a8d0550729030450e2bdca06b470caaa211c67021bd07aa93b10c,253,253,0,6,261,0,False
518,172,172,dolma3,tool,e8cb295eab5a8d0550729030450e2bdca06b470caaa211c67021bd07aa93b10c,253,253,0,4,260,0,False
519,173,173,dolma3,user,c2c867bbe3cdfa1a17f3f6ecd88aaa54dacd2cbbf2709ca08fed9b1c16168b21,102,102,0,137,241,134,True
520,173,173,dolma3,assistant,c2c867bbe3cdfa1a17f3f6ecd88aaa54dacd2cbbf2709ca08fed9b1c16168b21,102,102,0,142,246,134,True
521,173,173,dolma3,tool,c2c867bbe3cdfa1a17f3f6ecd88aaa54dacd2cbbf2709ca08fed9b1c16168b21,102,102,0,139,245,134,True
522,174,174,dolma3,user,151e65e1a7fb9bf3585761f40fbdcf1eaaa150b6ce4724d98c2144caf04546c3,613,613,0,12,627,9,False
523,174,174,dolma3,assistant,151e65e1a7fb9bf3585761f40fbdcf1eaaa150b6ce4724d98c2144caf04546c3,613,613,0,17,632,9,False
524,174,174,dolma3,tool,151e65e1a7fb9bf3585761f40fbdcf1eaaa150b6ce4724d98c2144caf04546c3,613,613,0,14,630,9,False
525,175,175,dolma3,user,650a4ede0acc26008d03b705ecf0ee7e09d69dedac7fefcc738aeea447b51f72,152,152,0,3,157,0,False
526,175,175,dolma3,assistant,650a4ede0acc26008d03b705ecf0ee7e09d69dedac7fefcc738aeea447b51f72,152,152,0,7,161,0,False
527,175,175,dolma3,tool,650a4ede0acc26008d03b705ecf0ee7e09d69dedac7fefcc738aeea447b51f72,152,152,0,5,160,0,False
528,176,176,dolma3,user,61702913b00ebe98bf06685979acbe657f79da79b6de3be66f1900313860a07b,158,158,0,15,175,12,False
529,176,176,dolma3,assistant,61702913b00ebe98bf06685979acbe657f79da79b6de3be66f1900313860a07b,158,158,0,20,180,12,False
530,176,176,dolma3,tool,61702913b00ebe98bf06685979acbe657f79da79b6de3be66f1900313860a07b,158,158,0,17,178,12,False
531,177,177,dolma3,user,0e54bc32ec73d7454b3fdd9c33ce9296632c62ecc3a50e943d2e7239bbd8b37f,1024,1024,0,290,1316,288,False
532,177,177,dolma3,assistant,0e54bc32ec73d7454b3fdd9c33ce9296632c62ecc3a50e943d2e7239bbd8b37f,1024,1024,0,294,1320,288,False
533,177,177,dolma3,tool,0e54bc32ec73d7454b3fdd9c33ce9296632c62ecc3a50e943d2e7239bbd8b37f,1024,1024,0,292,1320,288,False
534,178,178,dolma3,user,c998004cc059ffaa6313c884c9f18ac7524cb1a0357de139b4e2951def229200,1024,1024,0,6,1032,3,True
535,178,178,dolma3,assistant,c998004cc059ffaa6313c884c9f18ac7524cb1a0357de139b4e2951def229200,1024,1024,0,11,1037,3,True
536,178,178,dolma3,tool,c998004cc059ffaa6313c884c9f18ac7524cb1a0357de139b4e2951def229200,1024,1024,0,8,1036,3,True
537,179,179,dolma3,user,0d65fffb7c7a26e825344490b968d6d4d04e17f2d0fc055d58ee9c43a31542a7,1024,1024,0,43,1069,40,True
538,179,179,dolma3,assistant,0d65fffb7c7a26e825344490b968d6d4d04e17f2d0fc055d58ee9c43a31542a7,1024,1024,0,48,1074,40,True
539,179,179,dolma3,tool,0d65fffb7c7a26e825344490b968d6d4d04e17f2d0fc055d58ee9c43a31542a7,1024,1024,0,45,1073,40,True
540,180,180,dolma3,user,ad1c22d03ab6de955b83cb480722158df27f53338e99496735c9d30fc8190c44,692,692,0,3,697,0,True
541,180,180,dolma3,assistant,ad1c22d03ab6de955b83cb480722158df27f53338e99496735c9d30fc8190c44,692,692,0,7,701,0,True
542,180,180,dolma3,tool,ad1c22d03ab6de955b83cb480722158df27f53338e99496735c9d30fc8190c44,692,692,0,5,701,0,True
543,181,181,dolma3,user,e3269aeb8ba9ce30e2efde2abe0df6690affccad8c9bd4d149642374cd8aa0f3,556,556,0,12,570,9,False
544,181,181,dolma3,assistant,e3269aeb8ba9ce30e2efde2abe0df6690affccad8c9bd4d149642374cd8aa0f3,556,556,0,17,575,9,False
545,181,181,dolma3,tool,e3269aeb8ba9ce30e2efde2abe0df6690affccad8c9bd4d149642374cd8aa0f3,556,556,0,14,573,9,False
546,182,182,dolma3,user,eda73e241ef7ab1c01bb8e39b33974a214f907fc3a161e709b4914feba44c1fd,1024,1024,0,11,1037,8,True
547,182,182,dolma3,assistant,eda73e241ef7ab1c01bb8e39b33974a214f907fc3a161e709b4914feba44c1fd,1024,1024,0,16,1042,8,True
548,182,182,dolma3,tool,eda73e241ef7ab1c01bb8e39b33974a214f907fc3a161e709b4914feba44c1fd,1024,1024,0,13,1041,8,True
549,183,183,dolma3,user,eefcac3f3716673d44436764f24bce1435f105e7f347cad220f4604f4454dcb5,693,693,0,58,753,55,True
550,183,183,dolma3,assistant,eefcac3f3716673d44436764f24bce1435f105e7f347cad220f4604f4454dcb5,693,693,0,62,757,55,True
551,183,183,dolma3,tool,eefcac3f3716673d44436764f24bce1435f105e7f347cad220f4604f4454dcb5,693,693,0,60,757,55,True
552,184,184,dolma3,user,cf41a0cbf3527d69dd6a6ab0b81e7f2453198103ae1250ef1ce4d7ac898d2201,603,603,0,67,672,64,False
553,184,184,dolma3,assistant,cf41a0cbf3527d69dd6a6ab0b81e7f2453198103ae1250ef1ce4d7ac898d2201,603,603,0,72,677,64,False
554,184,184,dolma3,tool,cf41a0cbf3527d69dd6a6ab0b81e7f2453198103ae1250ef1ce4d7ac898d2201,603,603,0,69,675,64,False
555,185,185,dolma3,user,76d7340ed1514666249b9be54bf5f7a1f5e1ba973ecc5bada165865de96bef59,1024,1024,0,6,1032,3,True
556,185,185,dolma3,assistant,76d7340ed1514666249b9be54bf5f7a1f5e1ba973ecc5bada165865de96bef59,1024,1024,0,11,1037,3,True
557,185,185,dolma3,tool,76d7340ed1514666249b9be54bf5f7a1f5e1ba973ecc5bada165865de96bef59,1024,1024,0,8,1036,3,True
558,186,186,dolma3,user,4ad9c62b78f61dd016b0edeeaadb7935fe9fe89f5d53e4ae197e78a1542dc784,139,139,0,46,187,43,False
559,186,186,dolma3,assistant,4ad9c62b78f61dd016b0edeeaadb7935fe9fe89f5d53e4ae197e78a1542dc784,139,139,0,51,192,43,False
560,186,186,dolma3,tool,4ad9c62b78f61dd016b0edeeaadb7935fe9fe89f5d53e4ae197e78a1542dc784,139,139,0,48,190,43,False
561,187,187,dolma3,user,71e63a2df6db4c0ddf408a47fffeb43ce178919f3ea5b34a55c7ab204da511f1,469,469,0,32,503,29,True
562,187,187,dolma3,assistant,71e63a2df6db4c0ddf408a47fffeb43ce178919f3ea5b34a55c7ab204da511f1,469,469,0,37,508,29,True
563,187,187,dolma3,tool,71e63a2df6db4c0ddf408a47fffeb43ce178919f3ea5b34a55c7ab204da511f1,469,469,0,34,507,29,True
564,188,188,dolma3,user,232cce5e6217bbd16e4d25de5cf06a8021c48b00c68cf575763a893b1668cc77,1024,1024,0,6,1032,3,True
565,188,188,dolma3,assistant,232cce5e6217bbd16e4d25de5cf06a8021c48b00c68cf575763a893b1668cc77,1024,1024,0,11,1037,3,True
566,188,188,dolma3,tool,232cce5e6217bbd16e4d25de5cf06a8021c48b00c68cf575763a893b1668cc77,1024,1024,0,8,1036,3,True
567,189,189,dolma3,user,de3dbf8e6c929f3b7a40c11524cbb41254822c303cd768aba187eef9a54b7485,1024,1024,0,4,1030,1,True
568,189,189,dolma3,assistant,de3dbf8e6c929f3b7a40c11524cbb41254822c303cd768aba187eef9a54b7485,1024,1024,0,9,1035,1,True
569,189,189,dolma3,tool,de3dbf8e6c929f3b7a40c11524cbb41254822c303cd768aba187eef9a54b7485,1024,1024,0,6,1034,1,True
570,190,190,dolma3,user,0133368db6d4b8ac8b54d387ad890c8d98d924f52c98831b205eb4444ce03670,917,917,0,34,953,31,True
571,190,190,dolma3,assistant,0133368db6d4b8ac8b54d387ad890c8d98d924f52c98831b205eb4444ce03670,917,917,0,39,958,31,True
572,190,190,dolma3,tool,0133368db6d4b8ac8b54d387ad890c8d98d924f52c98831b205eb4444ce03670,917,917,0,36,957,31,True
573,191,191,dolma3,user,a9a5cffa2af809cb518c489d56b8b5896e9760d728eaa1e2c7c015b6b652cd50,1024,1024,0,235,1261,232,True
574,191,191,dolma3,assistant,a9a5cffa2af809cb518c489d56b8b5896e9760d728eaa1e2c7c015b6b652cd50,1024,1024,0,240,1266,232,True
575,191,191,dolma3,tool,a9a5cffa2af809cb518c489d56b8b5896e9760d728eaa1e2c7c015b6b652cd50,1024,1024,0,237,1265,232,True
576,192,192,dolma3,user,62ad5615ce21424665db36323a9e96ab4c88afc5c84c3e9f9ec8a2390a945663,277,277,0,3,282,0,False
577,192,192,dolma3,assistant,62ad5615ce21424665db36323a9e96ab4c88afc5c84c3e9f9ec8a2390a945663,277,277,0,7,286,0,False
578,192,192,dolma3,tool,62ad5615ce21424665db36323a9e96ab4c88afc5c84c3e9f9ec8a2390a945663,277,277,0,5,285,0,False
579,193,193,dolma3,user,73f238faf301e9e466116aa79c8c04eb09f46eb41e1d5265c441b044c5a433b0,331,331,0,43,376,40,True
580,193,193,dolma3,assistant,73f238faf301e9e466116aa79c8c04eb09f46eb41e1d5265c441b044c5a433b0,331,331,0,48,381,40,True
581,193,193,dolma3,tool,73f238faf301e9e466116aa79c8c04eb09f46eb41e1d5265c441b044c5a433b0,331,331,0,45,380,40,True
582,194,194,dolma3,user,8ff028c81c34b11e2dc4f0ea58cd5f5f7a1162597240f97570bde11df6fe7247,264,264,0,3,269,0,True
583,194,194,dolma3,assistant,8ff028c81c34b11e2dc4f0ea58cd5f5f7a1162597240f97570bde11df6fe7247,264,264,0,7,273,0,True
584,194,194,dolma3,tool,8ff028c81c34b11e2dc4f0ea58cd5f5f7a1162597240f97570bde11df6fe7247,264,264,0,5,273,0,True
585,195,195,dolma3,user,377a20efdac3c7cad0417d8bb73e5c5ae2a5c016d959e6f2e2d1a0ebee28fd0f,131,131,0,56,189,53,True
